'of creditor';'věřitelé'
'creditor admin';'Věřitelé'
'contract admin';'Smlouvy'
'of contract';'smlouvy'
'Creditor type code';'Typ'
'Identification number';'IČO/Rodné číslo'
'Lastname';'Příjmení/Firma'
'Bank account';'Bankovní účet'
'City';'Město'
'Street';'Ulice'
'Zip';'PSČ'
'Individual';'Fyzická osoba'
'Corporation';'Právnická osoba'
'New creditor';'Nový věřitel'
'New contract';'Nová smlouva'
'Edit creditor';'Editace věřitele'
'Edit contract';'Editace smlouvy'
'Filter creditor';'Filtrovat věřitele'
'Filter contract';'Filtrovat smlouvy'
'Creditor type';'Typ'
'Period';'Perioda'
'Interest rate';'Úroková míra'
'Activated at';'Aktivováno'
'Creditor';'Věřitel'
'Per annum';'Roční'
'Per semestre';'Půlroční'
'Per quartale';'Čtvrtletní'
'Per mensem';'Měsíční'
'"%value%" must be at least %min%.';'Hodnota nesmí být menší než %min%'
'"%value%" is not a number.';'"%value%" není číslo'
'Period as string';'Perioda'
'Interest rate as string';'Úroková míra'
'Interest';'Úrok'
'Capitalized';'Kapitalizováno'
;
'Balance';'Jistina'
'settlement admin';'Výplaty úroků'
'of settlement';'výplaty úroků'
'Unpaid';'Nevyplaceno'
'Capitalize';'Kapitalizovat'
'Pay';'Vyplatit'
;
'payment admin';'Přijaté platby'
'of payment';'přijaté platby'
'Payments amount';'Přijaté platby'
'Balance reduction';'Ponížení jistiny'
'Date of signature';'Datum podpisu'
'Date of activation';'Datum aktivace'
'security_user admin';'Uživatelé'
'of security_user';'uživatelé'
'User is not active';'Neaktivní uživatel'
'"%value%" is too short (%min_length% characters min).';'"%value%" je příliš krátké ( minimálně %min_length% znaků ).'
'Password must contain at least one lower case letter, at least one upper case letter and at least one number';'Heslo musí obsahovat alespoň jedno velké a malé písmeno a alespoň jedno číslo'
'Unsettled';'Nevypořádáno'
'Closed at';'datum ukončení smlouvy'
'Copy';'Kopírovat'
'regulation admin';'Předpisy'
'of regulation';'předpisy'
'Creditor firstname';'Jméno'
'Creditor lastname';'Příjmení'
'Contract name';'Smlouva'
'Settlement year';'Rok'
'Start balance';'Jistina k 1.1.'
'Contract activated at';'Datum aktivace'
'Contract balance';'Jistina'
'Regulation';'Předpis'
'Paid for current year';'Úroky vyplacené za příslušný rok'
'Teoretically to pay in current year';'Teoreticky dovyplatit v daném roce'
'End balance';'Jistina k 31.12'
'Filter regulation';'Filtrovat předpisy'
'New settlement';'Nová výplata úroků'
'Edit settlement';'Editace výplaty úroků'
'Filter settlement';'Filtrovat výplaty úroků'
'New payment';'Nová přijatá platba'
'Edit payment';'Editace přijaté platby'
'Filter payment';'Filtrovat přijaté platby'
'Contract';'Smlouva'
'CZK';'Kč'
'EUR';'Eur'
'Currency code';'Měna'
'Contract activated';'Smlouva aktivována'
'Contract deactivated';'Smlouva deaktivována'
'Cash';'Hotově'
'Creditor fullname';'Věřitel'
'Activated';'Aktivováno'
'Closed';'Ukončeno'
'Settlement type';'Typ'
'in_period';'Řádné'
'closing';'Při ukončení smlouvy'
'manual';'Ručně zadané'
'end_of_first_year';'Konec prvního roku'
;
'Copy contract';'Kopírovat smlouvu'
'Close contract';'Ukončit smlouvu'
'Terminate';'Ukončit'
'Closing settlement';'Vypořádání'
'Settlment Date';'Datum vyplacení úroků'
'Contract interest rate';'Úroková míra'
'Unsettled cumulative';'Nevypořádáno kumulativně'
'PrintList';'Tisk'
;
'New ipAddress';'Nová IP adresa'
'Edit ipAddress';'Editace IP adresy'
'filter ipAddress';'Filtrovat IP adresy'
'Ip address';'IP adresa'
'Invalid IP address';'Neplatná IP adresa'
'ip_address admin';'IP adresy'
'of ip_address';'IP adresy'
'Days count';'Počet dní'
'To pay';'Vyplatit'
'Contract activation changed from: %from% to: %to%';'Datum aktivace smlouvy změněno z: %from% na: %to%'
'Closing Settlment Date';'Datum vypořádání úroků'
'Date of payment';'Datum vyplacení'
'Date of settlement';'Datum vypořádání úroků'
'Closing payment';'Platba'
'Pay out';'Vyplatit'
'Reuse';'Použít k reaktivaci'
'payment';'Platba'
'reactivation';'Reaktivace'
'Payment type';'Typ platby'
'Save and reuse';'Uložit a reaktivovat'
